iter	Logloss
134	0.4256247044
135	0.4246470974
136	0.4238126272
137	0.4230250558
138	0.4221387982
139	0.4214808205
140	0.4207748736
141	0.4198182185
142	0.4191149003
143	0.4181779179
144	0.4171120264
145	0.4161170319
146	0.4152051279
147	0.4144377135
148	0.4134512063
149	0.4127486079
150	0.4118269174
151	0.4108775958
152	0.4101537839
153	0.4092351771
154	0.4086197211
155	0.4077598555
156	0.4069446987
157	0.4061994939
158	0.4056109317
159	0.4049026971
160	0.4041154019
161	0.4033425442
162	0.4026804747
163	0.4018214002
164	0.4010998781
165	0.4003856218
166	0.3995122922
167	0.3987403579
168	0.397938857
169	0.3972819105
170	0.3963081197
171	0.3955985505
172	0.3949381033
173	0.3941368161
174	0.3934457308
175	0.3924294286
176	0.3918195134
177	0.3911247866
178	0.3903912312
179	0.3896427236
180	0.3888248501
181	0.3880991574
182	0.3870804227
183	0.3862924893
184	0.3855802918
185	0.3847858272
186	0.3841102002
187	0.3831303469
188	0.3825201915
189	0.3819357252
190	0.381400836
191	0.3806005933
192	0.3799510319
193	0.3793606196
194	0.3785418035
195	0.3778276234
196	0.3770191632
197	0.3764281255
198	0.3757831269
199	0.3752867065
200	0.3745201784
201	0.3739560966
202	0.3733761479
203	0.3726963949
204	0.3722228819
205	0.3712981244
206	0.3705011006
207	0.3698694778
208	0.3693318947
209	0.3686582898
210	0.3678992275
211	0.3675756536
212	0.3669234268
213	0.3662485984
214	0.3659171605
215	0.3651911531
216	0.3646200184
217	0.3639291252
218	0.3632847922
219	0.3627412362
220	0.3621330873
221	0.3615646997
222	0.3610445049
223	0.3604231829
224	0.359990921
225	0.3593513432
226	0.3586052627
227	0.3579994357
228	0.3571674234
229	0.3566532275
230	0.3561724776
231	0.3556398561
232	0.3550835969
233	0.3542279972
234	0.3533654915
235	0.3528582386
236	0.3524231923
237	0.351753711
238	0.3512325291
239	0.3503173173
240	0.349798823
241	0.3492105601
242	0.348660667
243	0.3481668363
244	0.3476597589
245	0.347212753
246	0.3465530459
247	0.3457588704
248	0.3452629049
249	0.3445887675
250	0.3441438679
251	0.3434976023
252	0.3430891183
253	0.3425451279
254	0.3418963746
255	0.3413132487
256	0.3408646803
257	0.3403197522
258	0.3398775194
259	0.3394134426
260	0.3388613052
261	0.3383904997
262	0.3378614521
263	0.3372109342
264	0.3367202713
265	0.3363238582
266	0.3358549695
267	0.3353786199
268	0.3348099576
269	0.3344547838
270	0.3339798593
271	0.3335909745
272	0.3329976489
273	0.3324825357
274	0.3320148217
275	0.3313088952
276	0.3307771971
277	0.3301272671
278	0.329615354
279	0.3291783432
280	0.3288420368
281	0.3283947043
282	0.3278514124
283	0.3272842198
284	0.326934523
285	0.3265823736
286	0.3261283462
287	0.3258900741
288	0.3252056618
289	0.3248677445
290	0.3243754077
291	0.3240979354
292	0.3233874842
293	0.3231045533
294	0.3226190374
295	0.322211651
296	0.321792804
297	0.3213417542
298	0.3206528399
299	0.3202682676
300	0.3198989825
301	0.3194483051
302	0.319086437
303	0.3187856167
304	0.3182299595
305	0.3176239843
306	0.3171742522
307	0.3167311512
308	0.3162183753
309	0.3157662619
310	0.3153065573
311	0.3149368059
312	0.3144400475
313	0.3139369414
314	0.3136032503
315	0.3131112813
316	0.3126296208
317	0.3122725488
318	0.3120461405
319	0.3115246483
320	0.3111422455
321	0.3107154307
322	0.3104529463
323	0.3101302978
324	0.3096072785
325	0.3090309479
326	0.3086117338
327	0.3082322093
328	0.3077998168
329	0.3075356366
330	0.3071594684
331	0.30684979
332	0.3063443531
333	0.3060096979
334	0.3056874536
335	0.3051617382
336	0.3046418582
337	0.304221885
338	0.3037873106
339	0.3034165225
340	0.3031115682
341	0.3028312942
342	0.3024137094
343	0.3020502541
344	0.3016895633
345	0.3010574173
346	0.3005182478
347	0.3000630039
348	0.2997035196
349	0.299404071
350	0.2991114574
351	0.2987912241
352	0.2984035656
353	0.2980422961
354	0.2976684464
355	0.2973090268
356	0.296894383
357	0.2965441535
358	0.2961069182
359	0.2957332601
360	0.2953214853
361	0.2947111832
362	0.2942263689
363	0.2937703376
364	0.2933115384
365	0.2928698408
366	0.292527595
367	0.2921207899
368	0.2917881083
369	0.2915016839
370	0.2910972171
371	0.2907301392
372	0.2903033996
373	0.289940508
374	0.289560839
375	0.2891258945
376	0.288725314
377	0.2884420358
378	0.288016473
379	0.2876576317
380	0.2872480942
381	0.2867892021
382	0.2862153226
383	0.2857645751
384	0.2853631968
385	0.2848453902
386	0.2844567593
387	0.2840686748
388	0.2835550515
389	0.2830438888
390	0.2827128988
391	0.2823622218
392	0.2819215196
393	0.2815472263
394	0.2811884771
395	0.2808882998
396	0.2805684257
397	0.2801953701
398	0.2798606684
399	0.2795549038
400	0.279058965
401	0.2787107572
402	0.2783993688
403	0.2779759081
404	0.2775025883
405	0.2769894166
406	0.276590763
407	0.2761951482
408	0.2759817586
409	0.2755829957
410	0.2753834144
411	0.2751398065
412	0.2746689279
413	0.2743225141
414	0.2740512172
415	0.2737260244
416	0.2734068472
417	0.2728243961
418	0.272532515
419	0.2722767572
420	0.2718127273
421	0.2713514817
422	0.2710572455
423	0.2707066047
424	0.270371232
425	0.2700437083
426	0.2697923946
427	0.2694863452
428	0.2689678061
429	0.2685483575
430	0.2680712164
431	0.2677448133
432	0.2674744576
433	0.2671084612
434	0.2668007701
435	0.2663068795
436	0.2659696375
437	0.2655267004
438	0.2652225418
439	0.2649735328
440	0.2647590295
441	0.2644580598
442	0.2640762569
443	0.2638526213
444	0.2635276354
445	0.2630885721
446	0.2627126161
447	0.2624376249
448	0.2621845601
449	0.2618118141
450	0.2614997316
451	0.2611324486
452	0.2609060554
453	0.2606389381
454	0.2602998079
455	0.2597717609
456	0.2593982634
457	0.2590620437
458	0.2587566536
459	0.2584623324
460	0.2581189714
461	0.2578978631
462	0.2576688481
463	0.2574480953
464	0.2571638544
465	0.2567979433
466	0.2565855624
467	0.256399756
468	0.2561323904
469	0.2558758935
470	0.2556423508
471	0.2554715817
472	0.255187691
473	0.2548369144
474	0.2545116072
475	0.2542382947
476	0.2539877871
477	0.2537150601
478	0.253467858
479	0.2532239321
480	0.2529081963
481	0.2526236745
482	0.2522573016
483	0.2519863605
484	0.2517365031
485	0.2514401701
486	0.2510929123
487	0.2507101265
488	0.2505306992
489	0.2502155486
490	0.2498703048
491	0.2495065084
492	0.2491302153
493	0.2488164731
494	0.2485387705
495	0.248359657
496	0.2480472788
497	0.2477476898
498	0.2475334888
499	0.2472447764
500	0.2469546611
501	0.2466971609
502	0.2465360669
503	0.2463522111
504	0.2459994469
505	0.2457130558
506	0.2453062848
507	0.2451328794
508	0.2447919092
509	0.2445699341
510	0.2442760216
511	0.2439436888
512	0.243678766
513	0.2433787598
514	0.2430693171
515	0.242837007
516	0.2426029906
517	0.2423977113
518	0.2420399672
519	0.2417509816
520	0.2414737158
521	0.2412206188
522	0.2408575161
523	0.2406309725
524	0.2403446191
525	0.2399706912
526	0.2396720629
527	0.239269971
528	0.2389219894
529	0.2386064547
530	0.2382111771
531	0.2379967155
532	0.237761819
533	0.2373973648
534	0.2370945939
535	0.2368139807
536	0.2364378176
537	0.2362487752
538	0.235859777
539	0.235562681
540	0.235388563
541	0.2351013961
542	0.2348401084
543	0.2346450957
544	0.2343882951
545	0.234095838
546	0.2338634266
547	0.2336171751
548	0.2332711754
549	0.2331385129
550	0.2329330101
551	0.2326616786
552	0.2323002853
553	0.2319680548
554	0.2317037073
555	0.2314407834
556	0.2311334549
557	0.2309339999
558	0.230692363
559	0.2305001797
560	0.2302283992
561	0.2299743986
562	0.2297755866
563	0.2295881696
564	0.2291955655
565	0.2290018802
566	0.2287419567
567	0.2285177609
568	0.2282965512
569	0.2279189377
570	0.2277381665
571	0.2274712208
572	0.2272084729
573	0.226979773
574	0.2268005729
575	0.2264654648
576	0.2262184144
577	0.2259989672
578	0.2257237343
579	0.2254142489
580	0.2251733834
581	0.2249549326
582	0.2246813852
583	0.2244517754
584	0.2241916829
585	0.2239056263
586	0.2236247047
587	0.223311228
588	0.223083928
589	0.2228077046
590	0.2226070605
591	0.222311873
592	0.2220654054
593	0.221894714
594	0.2216294356
595	0.221285822
596	0.2209039594
597	0.2206202468
598	0.2204306158
599	0.2201802353
600	0.2198948009
601	0.2196351423
602	0.2193012209
603	0.2190806191
604	0.2187813686
605	0.2183764766
606	0.2180861987
607	0.2178106101
608	0.2176363286
609	0.217512755
610	0.2171892099
611	0.2168937784
612	0.2166991295
613	0.216495738
614	0.2161019963
615	0.2158332634
616	0.2155431499
617	0.2152512437
618	0.2149898479
619	0.2147960555
620	0.214592076
621	0.2144303185
622	0.2142325313
623	0.2139548288
624	0.2135407392
625	0.2132838603
626	0.2130036504
627	0.2128200812
628	0.2125793963
629	0.2123535395
630	0.2121227216
631	0.2118978565
632	0.211601473
633	0.2114293313
634	0.2110427102
635	0.2108937353
636	0.210644592
637	0.2103441185
638	0.2100203712
639	0.2099017811
640	0.2096660465
641	0.2095010897
642	0.2091671509
643	0.2088217809
644	0.2085305564
645	0.2083478792
646	0.2080322163
647	0.2077786449
648	0.2075539427
649	0.2072403258
650	0.2070786582
651	0.2068095231
652	0.2065713443
653	0.2062950076
654	0.206074252
655	0.2057886039
656	0.20557991
657	0.2052738929
658	0.2050127343
659	0.2047825564
660	0.204514081
661	0.2042049366
662	0.2039419318
663	0.2037293781
664	0.2034169369
665	0.2031271993
666	0.2028999536
667	0.2026358224
668	0.2023217443
669	0.2020476885
670	0.2018138859
671	0.2015789898
672	0.2013614449
673	0.2012273179
674	0.2010584168
675	0.2008201828
676	0.200625937
677	0.2004693206
678	0.2002093549
679	0.1999742257
680	0.1997441099
681	0.1995278776
682	0.1992912436
683	0.1990798295
684	0.1988280292
685	0.198634992
686	0.1984275666
687	0.1982018092
688	0.1979600322
689	0.1976457997
690	0.1974366112
691	0.1970277529
692	0.1967834048
693	0.1965089187
694	0.1962714065
695	0.1959864953
696	0.1956941223
697	0.1954755139
698	0.1951470942
699	0.1949252956
700	0.1946488648
701	0.1944806121
702	0.1942287016
703	0.1940666331
704	0.1938761605
705	0.1936414579
706	0.1934336213
707	0.193215767
708	0.1930116918
709	0.1927591425
710	0.1924784198
711	0.1921975542
712	0.1920251236
713	0.1918356139
714	0.1914649589
715	0.1912137294
716	0.190995999
717	0.1907383675
718	0.1905483769
719	0.1903016178
720	0.1901797482
721	0.1898090154
722	0.1895405805
723	0.189342689
724	0.189006583
725	0.1886509327
726	0.1883858393
727	0.1882053821
728	0.187994409
729	0.1877726178
730	0.1875576969
731	0.1873678723
732	0.1871302256
733	0.1869457941
734	0.1866471662
735	0.1864708356
736	0.1862474157
737	0.1860690326
738	0.1857230912
739	0.1854718285
740	0.1852174819
741	0.185001706
742	0.1847514849
743	0.1845982067
744	0.1843833576
745	0.1841140209
746	0.1837320596
747	0.1835416937
748	0.1831403417
749	0.1829078052
750	0.1826885888
751	0.1824045899
752	0.1821813816
753	0.1819237137
754	0.1816602077
755	0.1814189764
756	0.1811863115
757	0.1809132437
758	0.1806890837
759	0.1804818919
760	0.1803201215
761	0.1800914218
762	0.1799141137
763	0.1796470503
764	0.1793703124
765	0.1791135388
766	0.1788356713
767	0.1785924558
768	0.1783348458
769	0.1780502324
770	0.1777553915
771	0.1775375666
772	0.1772546831
773	0.1769598093
774	0.1767374941
775	0.1764974531
776	0.1762801901
777	0.1761592471
778	0.1759058773
779	0.1757206506
780	0.1754625107
781	0.175274145
782	0.1750669676
783	0.1748039372
784	0.1743891434
785	0.1741471499
786	0.1738774538
787	0.1736611232
788	0.1734517053
789	0.1732319884
790	0.1730864624
791	0.1728941271
792	0.1726903147
793	0.1725313227
794	0.1723431588
795	0.1720763469
796	0.1718821952
797	0.1716731943
798	0.1714585261
799	0.1712445414
800	0.1710637042
801	0.1709184396
802	0.1707124162
803	0.1704829825
804	0.1702439043
805	0.17005585
806	0.1698189129
807	0.1696352322
808	0.1693788572
809	0.1690971441
810	0.1689230997
811	0.1685510143
812	0.1683531443
813	0.1681735562
814	0.167970762
815	0.1677292756
816	0.1675787455
817	0.1673336933
818	0.1671781997
819	0.1668289759
820	0.1666685855
821	0.1664871537
822	0.1662471885
823	0.1660276676
824	0.1656950187
825	0.1654083048
826	0.165195079
827	0.1649453008
828	0.1647076789
829	0.1645237756
830	0.1642272378
831	0.1640527822
832	0.1638744126
833	0.1637225569
834	0.1635221159
835	0.1633476659
836	0.1631202973
837	0.1629749804
838	0.1626494942
839	0.1625191921
840	0.1623133899
841	0.1620711417
842	0.1618767334
843	0.1616626875
844	0.1614743396
845	0.1612637015
846	0.1611440646
847	0.160896505
848	0.1607067592
849	0.1604580123
850	0.1603483342
851	0.1601473565
852	0.1599771621
853	0.1597518277
854	0.1595742993
855	0.159432528
856	0.15924579
857	0.1590250036
858	0.1588436996
859	0.1586961115
860	0.1585754646
861	0.1584335099
862	0.1582376203
863	0.1580129034
864	0.1578622368
865	0.1576590178
866	0.1574253758
867	0.1572615771
868	0.1570973433
869	0.156943277
870	0.156776417
871	0.1565994311
872	0.1564824097
873	0.1562868003
874	0.1560980122
875	0.1559193349
876	0.1557484521
877	0.1556037138
878	0.1554046735
879	0.1551210938
880	0.1548472786
881	0.1546566131
882	0.1545092045
883	0.1543175913
884	0.1540682707
885	0.1538816683
886	0.1537266285
887	0.153520876
888	0.1533235997
889	0.1531555136
890	0.1529081961
891	0.1526843654
892	0.1525339618
893	0.1523719546
894	0.1520782873
895	0.1519389132
896	0.151779746
897	0.1514978619
898	0.151261998
899	0.1511145481
900	0.1509725818
901	0.1507714055
902	0.1505620686
903	0.1503875974
904	0.1502395123
905	0.1499800524
906	0.1498328682
907	0.1497241799
908	0.149520061
909	0.1493445757
910	0.149090463
911	0.1488874896
912	0.1486794365
913	0.1484782949
914	0.1483708855
915	0.1481550577
916	0.1479860062
917	0.1478536267
918	0.1476352465
919	0.1474733868
920	0.1472984472
921	0.1471645865
922	0.1469874083
923	0.1468102269
924	0.1466063902
925	0.1464112026
926	0.1462874975
927	0.1461233368
928	0.1459696774
929	0.1457966481
930	0.1456314053
931	0.1455383031
932	0.1453758709
933	0.1451660911
934	0.1449024226
935	0.1447041987
936	0.1445269173
937	0.1443928867
938	0.1442440929
939	0.144122307
940	0.1438921499
941	0.1437313246
942	0.1434290139
943	0.1432266944
944	0.1430280937
945	0.1428887863
946	0.1427226046
947	0.142534731
948	0.1423987784
949	0.1422764467
950	0.1420423881
951	0.1418670798
952	0.1417179728
953	0.1415473178
954	0.1413496085
955	0.1411970301
956	0.1410352342
957	0.1408697889
958	0.1406612251
959	0.1404360545
960	0.1402689738
961	0.1400792264
962	0.1399014672
963	0.1396803604
964	0.13954329
965	0.1393967759
966	0.139228533
967	0.1390737596
968	0.1388822051
969	0.1387495888
970	0.1385496689
971	0.1383721228
972	0.1382382586
973	0.1380419861
974	0.1378416142
975	0.1376879763
976	0.1375658494
977	0.1373743672
978	0.1371961863
979	0.1370404805
980	0.1368831012
981	0.1367062726
982	0.1364599879
983	0.1363329365
984	0.136151193
985	0.1360023137
986	0.1358952774
987	0.135722574
988	0.1355201968
989	0.1353349087
990	0.135197187
991	0.1350593762
992	0.134872552
993	0.1346706138
994	0.1345284448
995	0.1343643618
996	0.1341593523
997	0.1339818205
998	0.1338556926
999	0.1337077541
